filename,width,height,class,xmin,ymin,xmax,ymax
18118513-_jpg.rf.8ee5cb3f46a31f2de1fc9c0f93ea623e.jpg,640,640,No Entry,7,178,141,360
18118513-_jpg.rf.8ee5cb3f46a31f2de1fc9c0f93ea623e.jpg,640,640,No Entry,315,256,354,307
18118513-_jpg.rf.8ee5cb3f46a31f2de1fc9c0f93ea623e.jpg,640,640,No Entry,355,259,385,301
18118513-_jpg.rf.8ee5cb3f46a31f2de1fc9c0f93ea623e.jpg,640,640,No Entry,383,261,402,291
18118513-_jpg.rf.8ee5cb3f46a31f2de1fc9c0f93ea623e.jpg,640,640,No Entry,397,263,415,288
534_png_jpg.rf.ccdc28034e03e91e784af7c18f299949.jpg,640,640,red_traffic_light,29,31,239,264
SPEED_LIM-1091-_png_jpg.rf.d0ec783cf43f03715cfd10c91b42c507.jpg,640,640,Speed Limit 30,84,141,545,520
YSign71_jpg.rf.cfc4ff4b32a51c1284ca750620aec435.jpg,640,640,yield sign,85,59,540,473
IMG_20220604_122734_jpg.rf.ed0e03b89f9fa56ba70bfc095c760963.jpg,640,640,Round-About,260,157,377,332
5050_jpg.rf.c91270a5197a177a307b69dd82f239ee.jpg,640,640,green_traffic_light,188,95,212,151
5050_jpg.rf.c91270a5197a177a307b69dd82f239ee.jpg,640,640,green_traffic_light,304,92,334,158
SPEED_LIM-913-_png_jpg.rf.b0b85dfe271f6136a02d31dc2537e6c3.jpg,640,640,Speed Limit -80-,68,92,573,537
larangan-belok-kanan-50-_jpg.rf.75f2cecb1334706ef75e9dc42bd982da.jpg,640,640,do_not_turn_r,151,107,489,468
00014_00005_00001_png_jpg.rf.b539f4358ca0d57abb3318deac5bc49f.jpg,640,640,Stop,0,0,640,640
traffic-light-73-_jpg.rf.6b646cb16b42b1bf9d12d0f65b60cfe6.jpg,640,640,red_traffic_light,137,46,555,640
SPEED_LIM-912-_png_jpg.rf.23868b1de7c5063c618229095a96f36d.jpg,640,640,Speed Limit -70-,48,68,596,562
SPEED_LIM-563-_png_jpg.rf.023710ba37b34db67a952b7df8305633.jpg,640,640,Speed Limit 30,43,209,601,604
00018_00013_00021_png_jpg.rf.f68af09e581bd7db4ac6e77ca492445c.jpg,640,640,Hazard,12,36,640,604
001753-_jpg.rf.cd8963a1a00af444fe4d4f102ca4fc1f.jpg,640,640,No Entry,249,207,398,318
medium_red_light_png_jpg.rf.eb306faa2db4db5f7500b301ddbb95c7.jpg,640,640,red_traffic_light,388,36,404,86
medium_red_light_png_jpg.rf.eb306faa2db4db5f7500b301ddbb95c7.jpg,640,640,red_traffic_light,383,107,400,160
larangan-belok-kanan-50-_jpg.rf.0d720f10925c49985ffafdab57fbf0ea.jpg,640,640,do_not_turn_r,167,115,491,463
3646_jpg.rf.ea44c61412311f0a5ec9b9580d56ca32.jpg,640,640,green_traffic_light,532,258,545,301
3646_jpg.rf.ea44c61412311f0a5ec9b9580d56ca32.jpg,640,640,green_traffic_light,615,341,626,385
246_png_jpg.rf.19c1c9dac5962d61f646222a08d78223.jpg,640,640,Speed Bump Ahead,68,57,565,591
SPEED_LIM-292-_png_jpg.rf.7e149e09775ff638b0e1d5970f4f087c.jpg,640,640,Speed Limit -80-,115,157,536,504
001759-_jpg.rf.7301018e4c5d59219ed0c165d74a7168.jpg,640,640,No Entry,83,198,126,259
001759-_jpg.rf.7301018e4c5d59219ed0c165d74a7168.jpg,640,640,No Entry,468,296,503,353
2f5f05a-_jpg.rf.82dae58ea4041f98e007d0bbedb4376d.jpg,640,640,No Entry,215,256,379,488
YSign47_jpg.rf.abbcdd1e8124b3e420969b942a181956.jpg,640,640,yield sign,42,109,291,465
stop_1323803184-avi_image23_png_jpg.rf.1499409e13b343070b4f07c6dfe0b5e6.jpg,640,640,Stop,476,0,525,25
YSign21_jpg.rf.aa5026e579f7e6b9a7c0c299e1692c5a.jpg,640,640,yield sign,0,0,640,640
larangan-belok-kanan-56-_jpg.rf.6f6d20a4ed8255f114caca04b40ea39c.jpg,640,640,do_not_turn_r,157,74,329,247
larangan-berjalan-terus-wajib-berhenti-sesaat-77-_jpg.rf.74c3802343e1d36bc7e984af4b723fa6.jpg,640,640,Stop,447,229,506,383
SPEED_LIM-264-_png_jpg.rf.6b6da73ef14a80381817065e39e22cd3.jpg,640,640,Speed Limit 30,128,176,512,464
larangan-berjalan-terus-wajib-berhenti-sesaat-5-_jpg.rf.6cca8da85a1658e9adc6f31bf52197e1.jpg,640,640,Stop,135,62,447,411
SPEED_LIM-1379-_png_jpg.rf.82de39995861cbd95f8b122b1ec4c90f.jpg,640,640,Speed Limit -60-,64,40,603,597
10311_jpg.rf.1cac48e3c8947b7dae7295b2a506e7cb.jpg,640,640,green_traffic_light,234,56,279,105
10311_jpg.rf.1cac48e3c8947b7dae7295b2a506e7cb.jpg,640,640,green_traffic_light,273,190,291,212
SPEED_LIM-1317-_png_jpg.rf.3595c474bb30e09f690c29f9fa37eb77.jpg,640,640,Speed Limit -100-,83,200,555,453
189_png_jpg.rf.132f0149e4582d5e4869955f8024d69b.jpg,640,640,Speed Bump Ahead,0,0,640,614
SPEED_LIM-1055-_png_jpg.rf.1360c340b04b8c32cecad53899f1ecf8.jpg,640,640,Speed Limit 30,73,117,567,547
SPEED_LIM-1225-_png_jpg.rf.5c1e7015bf7a7907972adfe709733515.jpg,640,640,Speed Limit 30,127,140,527,481
00014_00004_00015_png_jpg.rf.a5da6d2b2e15369121b6f42dffd2ae1c.jpg,640,640,Stop,29,6,640,640
5039_jpg.rf.f2ff2d335b4c7e15efedf53e0983396a.jpg,640,640,red_traffic_light,465,245,494,307
5039_jpg.rf.f2ff2d335b4c7e15efedf53e0983396a.jpg,640,640,red_traffic_light,279,74,310,155
5039_jpg.rf.f2ff2d335b4c7e15efedf53e0983396a.jpg,640,640,green_traffic_light,293,322,299,335
002619_jpg.rf.ba97fd3175c9bc8d6c53140a751915d3.jpg,640,640,green_traffic_light,252,376,268,429
YSign16_jpg.rf.7d95d4e1f081890937cdae3e6122c471.jpg,640,640,yield sign,0,0,640,640
YSign55_jpg.rf.5eef22fa50b8de87fbb5f55ccf37c120.jpg,640,640,yield sign,182,311,238,361
YSign55_jpg.rf.5eef22fa50b8de87fbb5f55ccf37c120.jpg,640,640,yield sign,181,168,551,430
00040_00010_00004_png_jpg.rf.82d9cac08e71e71019411271e5ee1f6d.jpg,640,640,Round-About,0,17,640,640
00040_00011_00023_png_jpg.rf.78b2b57e4fd02116c60edfc50fda9d2f.jpg,640,640,Round-About,57,76,617,597
SPEED_LIM-1036-_png_jpg.rf.db88a698fbde1f7f5c6896b4a8127009.jpg,640,640,Speed Limit -80-,85,108,547,524
00040_00001_00013_png_jpg.rf.da64a24eadf10f7650f29aeaa57d0b8d.jpg,640,640,Round-About,61,87,609,582
00040_00006_00010_png_jpg.rf.6ea035d92e65f4e5f6390962e1c761e4.jpg,640,640,Round-About,0,0,640,640
00040_00001_00013_png_jpg.rf.f48734e92e8505e0b4ba2562d2782a82.jpg,640,640,Round-About,15,29,640,626
12141_jpg.rf.f41012d6432ed580b4dafea32edc9f4a.jpg,640,640,green_traffic_light,270,159,300,218
12141_jpg.rf.f41012d6432ed580b4dafea32edc9f4a.jpg,640,640,green_traffic_light,390,310,427,376
larangan-belok-kiri-35-_jpg.rf.f9365c0fef592bb8275c4abeaef46eac.jpg,640,640,do_not_turn_l,206,158,463,467
SPEED_LIM-1068-_png_jpg.rf.67a0dcf90c3a371de27c1c1accdf81fe.jpg,640,640,Speed Limit -70-,66,105,570,527
SPEED_LIM-725-_png_jpg.rf.0a84d7e249f3c99b380cb9fd9f19a834.jpg,640,640,Speed Limit -60-,87,82,542,530
4427_jpg.rf.6c6a211cd42228311cf07c5cccdf2ddb.jpg,640,640,green_traffic_light,475,274,486,304
4427_jpg.rf.6c6a211cd42228311cf07c5cccdf2ddb.jpg,640,640,green_traffic_light,431,270,440,297
4427_jpg.rf.6c6a211cd42228311cf07c5cccdf2ddb.jpg,640,640,green_traffic_light,398,262,408,293
YSign44_jpg.rf.dbcb215ec1e26a52978dbbcbc9ba287b.jpg,640,640,yield sign,219,21,552,588
4817_jpg.rf.74662bed9f21a463cfd6b813d3778a16.jpg,640,640,green_traffic_light,287,188,300,228
4817_jpg.rf.74662bed9f21a463cfd6b813d3778a16.jpg,640,640,green_traffic_light,341,188,354,235
traffic-light-129-_jpg.rf.9b2c28d60a6258c5b0e554b2ed293c23.jpg,640,640,yellow_traffic_light,181,110,429,590
larangan-belok-kiri-13-_jpg.rf.7dc9f7c971877bf632427a56119b7da1.jpg,640,640,do_not_turn_l,174,128,353,332
SPEED_LIM-1211-_png_jpg.rf.4fba155fff3e0e7947a3b41b1005c1fe.jpg,640,640,Speed Limit -60-,31,211,588,587
SPEED_LIM-1134-_png_jpg.rf.c1d752e390e1bb192b00c1172d8c033c.jpg,640,640,Speed Limit -60-,95,117,537,523
3933_jpg.rf.1edb64a4657a648dcbe9978fc420137c.jpg,640,640,green_traffic_light,224,205,236,235
3933_jpg.rf.1edb64a4657a648dcbe9978fc420137c.jpg,640,640,green_traffic_light,384,257,392,277
SPEED_LIM-668-_png_jpg.rf.63b333fdc50f5d938ba82f5b144b9bd5.jpg,640,640,Speed Limit -80-,78,108,523,553
146_png_jpg.rf.20d9b2a828ad61c968d47c171aae8811.jpg,640,640,Speed Bump Ahead,0,26,620,640
4777_jpg.rf.4e9bb2eb0d8ec97dd841d143fe10c00d.jpg,640,640,green_traffic_light,390,386,404,421
4777_jpg.rf.4e9bb2eb0d8ec97dd841d143fe10c00d.jpg,640,640,green_traffic_light,454,394,466,417
00018_00001_00025_png_jpg.rf.f523adc5db86f1462b0508bdc17b3de3.jpg,640,640,Hazard,54,34,617,623
001781-_jpg.rf.10a0ca671a0cb75b3900c4fd2b290b78.jpg,640,640,No Entry,176,157,298,323
larangan-belok-kiri-55-_jpg.rf.3a01e51dd77f39617828c5c6827919a5.jpg,640,640,do_not_turn_l,14,298,232,557
larangan-belok-kiri-55-_jpg.rf.3a01e51dd77f39617828c5c6827919a5.jpg,640,640,do_not_turn_l,388,124,592,371
280_png_jpg.rf.92ae43cf0398635112bcfadfa64abca9.jpg,640,640,Speed Bump Ahead,116,0,502,523
SPEED_LIM-654-_png_jpg.rf.102c74aad3cb8b1aa3409ad01bc4496c.jpg,640,640,Speed Limit -80-,71,116,551,528
00040_00006_00012_png_jpg.rf.1b32435f7280d30cd39a103d15413a64.jpg,640,640,Round-About,67,91,573,575
larangan-belok-kiri-42-_jpg.rf.5a850ebdf4328f2dd64546e715d17bc3.jpg,640,640,do_not_turn_l,190,161,494,496
001771-_jpg.rf.9f8fe6aa48ee555a0d0df887b28b2263.jpg,640,640,No Entry,307,1,442,201
SPEED_LIM-607-_png_jpg.rf.e8ffb53c472efe8d3eb4561d916769f3.jpg,640,640,Speed Limit -70-,48,55,592,581
4557_jpg.rf.f7ef33a2edcb82ee75593e9b73b96453.jpg,640,640,green_traffic_light,360,80,385,149
4557_jpg.rf.f7ef33a2edcb82ee75593e9b73b96453.jpg,640,640,green_traffic_light,487,41,512,111
136_png_jpg.rf.e50ae967c344ac40b7ffce3471ceae20.jpg,640,640,Speed Bump Ahead,0,0,640,640
169_png_jpg.rf.ac794b8558103ff2a3115887332eba7e.jpg,640,640,Speed Bump Ahead,73,21,598,450
larangan-berjalan-terus-wajib-berhenti-sesaat-12-_jpg.rf.831aae02957f8eba26dccd6e714a839a.jpg,640,640,Stop,156,57,446,408
larangan-berjalan-terus-wajib-berhenti-sesaat-59-_jpg.rf.bc34f2f73b0c7ccd8b14dfb21b9c2c7b.jpg,640,640,Stop,209,89,389,509
00014_00004_00027_png_jpg.rf.9b7df16d916431e6db15ff3f3c53d666.jpg,640,640,Stop,0,0,640,640
00040_00000_00016_png_jpg.rf.5ba0bf62d508d004f5fbb8683ac7456a.jpg,640,640,Round-About,26,41,614,626
285_png_jpg.rf.8a1e903155e1af49498680ad798cde76.jpg,640,640,Speed Bump Ahead,24,0,640,578
1600_jpg.rf.10bc4607cf03fdea396f18fec735dce2.jpg,640,640,green_traffic_light,371,43,420,138
6949_jpg.rf.044b8a50c4bfe3e809868ae7843a1d62.jpg,640,640,green_traffic_light,197,369,205,401
6949_jpg.rf.044b8a50c4bfe3e809868ae7843a1d62.jpg,640,640,green_traffic_light,318,285,332,326
6949_jpg.rf.044b8a50c4bfe3e809868ae7843a1d62.jpg,640,640,green_traffic_light,335,283,348,322
001769-_jpg.rf.b737dd564313909e165b7eba07fc6bdc.jpg,640,640,No Entry,155,195,176,251
001769-_jpg.rf.b737dd564313909e165b7eba07fc6bdc.jpg,640,640,No Entry,357,243,379,296
560_png_jpg.rf.022ccd140057d31895388a781fb529ce.jpg,640,640,yellow_traffic_light,231,191,361,356
larangan-berjalan-terus-wajib-berhenti-sesaat-56-_jpg.rf.91f773078a3b66bc49719f50981709d1.jpg,640,640,Stop,142,53,425,362
SPEED_LIM-828-_png_jpg.rf.29e9822c0cfeb2bd237a9bb08cae5853.jpg,640,640,Speed Limit 30,23,32,624,590
YSign80_jpg.rf.07b857533d0cd387cc7005acae65bd56.jpg,640,640,yield sign,67,89,320,426
SPEED_LIM-1110-_png_jpg.rf.3d7a36942b662f295af429038c14916b.jpg,640,640,Speed Limit -80-,143,168,476,461
YSign53_jpg.rf.43b96ae21dde815d16de631c59b770b2.jpg,640,640,yield sign,63,0,403,220
001728-_jpg.rf.1a4805c9bce37aecaa1186cd2ac13328.jpg,640,640,No Entry,496,49,634,232
00018_00008_00009_png_jpg.rf.1c7a2857390c053531e2f79dd1e6b9ff.jpg,640,640,Hazard,20,0,640,640
SPEED_LIM-1363-_png_jpg.rf.47b23d58ad2f47627659dabd447e19d4.jpg,640,640,Speed Limit -60-,145,269,551,595
001710-_jpg.rf.fa07bc0b23b78e9cb21c9c3db2520800.jpg,640,640,No Entry,59,0,258,214
001710-_jpg.rf.fa07bc0b23b78e9cb21c9c3db2520800.jpg,640,640,No Entry,511,328,550,396
a-no-entry-road-sign-is-seen-in-england-uk-europe-HGXG0F-_jpg.rf.63ef71571f188130defb15c03798ef32.jpg,640,640,No Entry,201,38,417,351
00040_00006_00016_png_jpg.rf.0c14598a1ebda2ea07d4b403898d1d6f.jpg,640,640,Round-About,0,0,640,640
SPEED_LIM-113-_png_jpg.rf.955f46b2d8f00fb2cf75fa89a8b271c0.jpg,640,640,Speed Limit -60-,144,160,517,475
SPEED_LIM-1237-_png_jpg.rf.fa87e63eea28ec55f876bd938d61dc3e.jpg,640,640,Speed Limit -60-,124,151,505,505
00018_00008_00026_png_jpg.rf.8b0ef6f25f7d32d1fb4a372305774b03.jpg,640,640,Hazard,7,0,627,640
00040_00005_00015_png_jpg.rf.44381e8cb6e079dab8265cc421edc60a.jpg,640,640,Round-About,0,0,640,640
SPEED_LIM-1005-_png_jpg.rf.be91f2954c36849ed69753cf8c8805a2.jpg,640,640,Speed Limit -70-,47,57,603,588
198_png_jpg.rf.39fd639f3bd5e267b45fbbf6b27a4820.jpg,640,640,Speed Bump Ahead,0,0,525,640
3607_jpg.rf.3f35b5ff6e0ae7715e6160095b095ba1.jpg,640,640,green_traffic_light,330,372,342,395
00018_00015_00000_png_jpg.rf.eedacf4d110bbd5cf566fa821d6f408f.jpg,640,640,Hazard,24,33,584,591
217_png_jpg.rf.2c94845bfefedc9429d2d8aa93cc76b2.jpg,640,640,Speed Bump Ahead,18,52,617,601
00018_00015_00001_png_jpg.rf.30bd032598c335b714f74a722509805d.jpg,640,640,Hazard,24,54,586,557
1744_jpg.rf.0e5cf1368a4aed2e638773af62ed2718.jpg,640,640,green_traffic_light,480,292,517,330
1744_jpg.rf.0e5cf1368a4aed2e638773af62ed2718.jpg,640,640,red_traffic_light,271,389,289,406
1744_jpg.rf.0e5cf1368a4aed2e638773af62ed2718.jpg,640,640,red_traffic_light,163,391,181,412
YSign2_jpg.rf.58cf8f48759ac0614deed83352b00620.jpg,640,640,yield sign,185,301,227,334
YSign2_jpg.rf.58cf8f48759ac0614deed83352b00620.jpg,640,640,yield sign,226,209,522,408
larangan-belok-kiri-46-_jpg.rf.9eaafae6433a332d32d8b68010729b72.jpg,640,640,do_not_turn_l,98,345,244,565
larangan-belok-kiri-46-_jpg.rf.9eaafae6433a332d32d8b68010729b72.jpg,640,640,do_not_turn_l,396,95,551,311
image-450w-1545022790-_jpg.rf.3011efd5486374ba4e5e8c4c761581c2.jpg,640,640,No Entry,156,120,455,331
YSign28_jpeg_jpg.rf.8e37d7f7e3f3bece1c2e84db2f6e9e2f.jpg,640,640,yield sign,0,0,640,640
169_png_jpg.rf.bc47fb7177ccbd90e4dbac990f2a0044.jpg,640,640,Speed Bump Ahead,80,36,588,433
4222_jpg.rf.abc4622503347dc25ce48069719cec05.jpg,640,640,green_traffic_light,336,349,347,375
4222_jpg.rf.abc4622503347dc25ce48069719cec05.jpg,640,640,green_traffic_light,357,340,366,363
4222_jpg.rf.abc4622503347dc25ce48069719cec05.jpg,640,640,green_traffic_light,377,331,387,352
SPEED_LIM-1127-_png_jpg.rf.27beb4bcef134ff9c864c70b6e4a21cd.jpg,640,640,Speed Limit -60-,86,115,582,528
4983_jpg.rf.a8b53e066d15bb82f8df2bf227ceae6c.jpg,640,640,green_traffic_light,395,287,418,331
4983_jpg.rf.a8b53e066d15bb82f8df2bf227ceae6c.jpg,640,640,green_traffic_light,458,325,482,371
larangan-belok-kiri-41-_jpg.rf.2adad47338a9bc4d820d8e4ad1467668.jpg,640,640,do_not_turn_l,197,147,422,440
YSign74_jpg.rf.ad3229e08f87b62970e9f1cff3e1edfa.jpg,640,640,yield sign,125,292,293,560
372_png_jpg.rf.a024f81a061461e7efe50f6eb2b682a5.jpg,640,640,yellow_traffic_light,448,220,514,313
5013_jpg.rf.27929345a68b01e7eb7bf918c176737d.jpg,640,640,green_traffic_light,214,286,230,330
15650178-_jpg.rf.8898d1cf041c087134cf68619a1d4d67.jpg,640,640,No Entry,136,88,501,367
001792-_jpg.rf.37944aeaff1dbb3b191a1a814c3e6d1c.jpg,640,640,No Entry,154,42,301,156
153_png_jpg.rf.5fe95ae16c647c184aff902950d323a4.jpg,640,640,Speed Bump Ahead,57,0,640,640
SPEED_LIM-811-_png_jpg.rf.5d888d8aa3bc162c4239e4dc78c2769f.jpg,640,640,Speed Limit -70-,80,105,546,546
YSign33_jpg.rf.6450f56f7568f66fd3dd7527b5f77ea5.jpg,640,640,yield sign,82,172,528,470
YSign97_jpg.rf.c62df3ba7b91bec4106d687372d76c20.jpg,640,640,yield sign,0,0,640,640
YSign20_jpg.rf.3abb3b497890c9769f10c5dcc0e053f1.jpg,640,640,yield sign,185,84,443,570
490_jpg.rf.c65a13801c7a14bc4c26c38dd4a93a72.jpg,640,640,green_traffic_light,256,241,267,266
490_jpg.rf.c65a13801c7a14bc4c26c38dd4a93a72.jpg,640,640,green_traffic_light,296,236,308,261
490_jpg.rf.c65a13801c7a14bc4c26c38dd4a93a72.jpg,640,640,green_traffic_light,337,231,348,254
467_jpg.rf.26d69600278c1d652836b48bb452709e.jpg,640,640,green_traffic_light,396,140,408,194
467_jpg.rf.26d69600278c1d652836b48bb452709e.jpg,640,640,green_traffic_light,329,145,341,194
467_jpg.rf.26d69600278c1d652836b48bb452709e.jpg,640,640,green_traffic_light,483,144,500,196
SPEED_LIM-937-_png_jpg.rf.82f447e5e2970129450001c2a8747a6b.jpg,640,640,Speed Limit -60-,46,84,583,567
traffic-light-41-_jpg.rf.ecbd4bd4f9a10500b3bfa1a18edeea66.jpg,640,640,yellow_traffic_light,242,17,430,565
larangan-belok-kiri-30-_jpg.rf.12d5662a5f64eacccbf3464860cc7373.jpg,640,640,do_not_turn_l,221,173,386,369
4937_jpg.rf.52058bf960598c11f274e787f419a92b.jpg,640,640,green_traffic_light,320,124,365,159
SPEED_LIM-599-_png_jpg.rf.4de15893ebae82665229d9de4b961530.jpg,640,640,Speed Limit -100-,18,112,622,533
00040_00009_00007_png_jpg.rf.76fbd083d8971c6b35f4f2914a1697ec.jpg,640,640,Round-About,0,23,618,640
lampu-merah-27-_jpg.rf.2451be3e3844a2237df465fd11c58e03.jpg,640,640,red_traffic_light,420,101,513,250
SPEED_LIM-246-_png_jpg.rf.3c2cfcfaa5a636667db871fddc2adfe0.jpg,640,640,Speed Limit -80-,93,109,568,552
SPEED_LIM-773-_png_jpg.rf.54406cd8cf9984ef2d5ec04260cc97b7.jpg,640,640,Speed Limit -80-,0,240,640,574
257_png_jpg.rf.683f02d0ff3ced3eb5c2e79b7acc51e9.jpg,640,640,Speed Bump Ahead,16,46,610,620
00040_00010_00001_png_jpg.rf.627b5fce68a3a86df5101b45ce0293f5.jpg,640,640,Round-About,41,20,640,620
00014_00004_00018_png_jpg.rf.80a4166a87247be514d15c721ddef2f0.jpg,640,640,Stop,0,0,640,640
SPEED_LIM-1131-_png_jpg.rf.45831bcba4e0cfa63eb61c536da66dbb.jpg,640,640,Speed Limit -60-,123,155,525,472
SPEED_LIM-725-_png_jpg.rf.be29832cc1b2695c1d66c0f29ca0da42.jpg,640,640,Speed Limit -60-,114,107,519,505
6135_jpg.rf.d862f6e6f48dd016021ad2b401a76ba8.jpg,640,640,green_traffic_light,286,416,302,454
6135_jpg.rf.d862f6e6f48dd016021ad2b401a76ba8.jpg,640,640,green_traffic_light,249,432,263,464
6135_jpg.rf.d862f6e6f48dd016021ad2b401a76ba8.jpg,640,640,green_traffic_light,218,442,233,480
210_png_jpg.rf.3304730f82faa29f93edae8eea344ea2.jpg,640,640,Speed Bump Ahead,10,0,536,514
00018_00011_00022_png_jpg.rf.63f2dbeacaf561b8846807e1d8c1ee78.jpg,640,640,Hazard,0,0,640,640
SPEED_LIM-814-_png_jpg.rf.5c46b82025a28cde8a005c92c86bd101.jpg,640,640,Speed Limit -100-,80,105,546,546
6214_jpg.rf.3e4c8b33a86886220dd176ea87b237b7.jpg,640,640,yellow_traffic_light,278,297,293,333
6214_jpg.rf.3e4c8b33a86886220dd176ea87b237b7.jpg,640,640,green_traffic_light,298,297,310,330
6214_jpg.rf.3e4c8b33a86886220dd176ea87b237b7.jpg,640,640,green_traffic_light,316,291,328,321
traffic-light-799-_jpg.rf.7fa5b79a21f853908a23edfc693dda60.jpg,640,640,red_traffic_light,511,208,599,339
traffic-light-799-_jpg.rf.7fa5b79a21f853908a23edfc693dda60.jpg,640,640,red_traffic_light,19,445,101,576
3118_jpg.rf.7081c5cd8efe7e14e82d18d4b78380e4.jpg,640,640,green_traffic_light,459,274,478,330
YSign28_jpeg_jpg.rf.c23f73ec366d10798e0a81fdf64283de.jpg,640,640,yield sign,7,38,627,630
00018_00003_00023_png_jpg.rf.6a28536fcf1a87da23288f8b37fc9bff.jpg,640,640,Hazard,28,15,640,633
hitchin-hertfordshireuk-september-2-2017-260nw-708483931-_jpg.rf.db5bf4b478e54f1319d53c370ed1c13b.jpg,640,640,No Entry,509,217,565,293
hitchin-hertfordshireuk-september-2-2017-260nw-708483931-_jpg.rf.db5bf4b478e54f1319d53c370ed1c13b.jpg,640,640,No Entry,70,192,124,272
6214_jpg.rf.d9a8fa23c961a34775a60bbc0b75d9c5.jpg,640,640,yellow_traffic_light,282,284,292,317
6214_jpg.rf.d9a8fa23c961a34775a60bbc0b75d9c5.jpg,640,640,green_traffic_light,301,291,309,321
6214_jpg.rf.d9a8fa23c961a34775a60bbc0b75d9c5.jpg,640,640,green_traffic_light,320,296,327,320
no-entry-and-arrow-to-the-right-traffic-sign-in-modern-city-surroundings-no-people-2ct7hk7-_jpg.rf.e2ec733061b4858a3d2c9ae8f1c37489.jpg,640,640,No Entry,12,174,194,432
